"",gene_symbol,GSM1545535,GSM1545536,GSM1545537,GSM1545538,GSM1545539,GSM1545540,GSM1545541,GSM1545542,GSM1545543,GSM1545544,GSM1545545
ENSMUSG00000001123,Lgals9,19.51501,50.49158,23.7265,63.4732,79.45281,40.08573,21.21993,65.63124,30.44709,43.58958,26.81762
ENSMUSG00000001127,Araf,95.8203,119.00365,72.02687,69.32945,61.21634,95.16658,84.57803,66.98594,95.87209,129.87999,106.75143
ENSMUSG00000001128,Cfp,3.19047,1.90719,2.70244,5.24622,4.93155,3.20185,4.58305,6.53444,7.57553,4.12061,4.41193
ENSMUSG00000001131,Timp1,9.59798,12.86129,267.61016,15.2354,13.86999,23.40423,20.32919,28.33714,229.6218,12.9274,9.81871
ENSMUSG00000001134,Uxt,8.00275,12.07886,10.39752,10.18743,7.77405,10.41454,8.90749,7.52257,14.42612,13.12939,8.99688
ENSMUSG00000001138,Cnnm3,22.41302,23.13077,24.48226,9.98917,12.50012,21.06837,12.09694,9.54665,25.33633,21.37061,20.32949
ENSMUSG00000001143,Lman2l,33.92528,58.92722,27.39082,20.35961,20.63376,47.3554,27.21094,19.30049,26.53246,55.83022,30.01843
ENSMUSG00000001150,Mcm3ap,35.70662,42.66722,62.11029,45.34018,55.8567,43.28758,34.12142,42.41008,112.14678,40.76171,39.83714
ENSMUSG00000001151,Pcnt,79.8148,55.284,61.85837,64.78475,70.70273,64.76615,73.57297,60.46744,102.72268,47.79099,74.61354
ENSMUSG00000001155,Ftcd,0.02659,0,0.13741,0.0915,0.15411,0,0.07183,0.28688,0.03625,0.0404,0
ENSMUSG00000001156,Mxd1,49.18634,77.97465,130.93087,40.13971,58.40809,79.11178,63.7029,23.77897,15.94848,59.91043,40.09667
ENSMUSG00000001157,Gmcl1,10.68806,17.38475,28.92526,23.77576,24.26393,17.28541,13.80661,19.31643,44.40201,18.42155,13.53857
ENSMUSG00000001158,Snrnp27,10.98052,16.89573,25.10062,13.95434,20.23992,16.85242,11.5941,12.98918,35.5216,21.24942,15.78779
ENSMUSG00000001166,Oas1c,1.40912,3.96108,3.04597,2.45535,3.20209,3.3044,1.37922,2.13564,2.53726,4.56499,2.68176
ENSMUSG00000001168,Oas1h,0.05317,0.07335,0.06871,0.01525,0.03425,0.11394,0.0431,0.04781,0,0.16159,0.12976
ENSMUSG00000001173,Ocrl,30.38918,30.75952,45.02538,36.90657,42.53465,32.69072,29.23667,38.76036,55.42095,36.6411,35.16568
ENSMUSG00000001175,Calm1,246.38367,155.04461,406.78576,396.05932,321.78388,200.33751,240.8326,277.82509,397.69698,127.3753,195.07655
ENSMUSG00000001211,Agpat3,70.53587,78.24361,53.86556,45.06566,47.80867,82.81498,66.43262,34.77595,78.32876,72.43385,70.07184
ENSMUSG00000001225,Slc26a3,1.70158,0.44012,0.13741,0.21351,0.17123,0.30765,0.47411,0.49407,1.0149,0.72717,0.34603
ENSMUSG00000001227,Sema6b,1.51547,1.95609,4.05366,4.33118,4.10963,3.53228,2.18377,5.78537,1.37737,3.83782,2.81152
ENSMUSG00000001228,Uhrf1,13.00115,19.36529,23.17685,79.71514,59.4355,19.47314,10.55968,32.62437,187.53957,12.76581,8.08854
ENSMUSG00000001229,Dpp9,30.52212,43.52301,36.64324,42.01553,45.8566,42.30765,34.58117,39.79631,99.24301,37.28747,31.1863
ENSMUSG00000001240,Ramp2,0.90397,0.90469,0.32063,2.83662,3.39044,1.19642,1.59473,3.82504,0.18123,1.37354,1.08136
ENSMUSG00000001247,Lsr,116.26587,165.36299,112.33443,85.72389,88.6481,177.53718,109.53336,71.95848,20.29806,134.0006,98.14384
ENSMUSG00000001248,Gramd1a,92.57666,116.28957,92.54708,137.14908,104.67565,99.09767,75.56997,170.40534,63.46768,135.01055,104.54546
ENSMUSG00000001249,Hpn,33.76576,52.83889,36.34551,15.70817,16.71249,46.64895,27.79998,14.40763,0.39871,44.11476,28.54779
ENSMUSG00000001260,Gabrg1,0,0,0.11451,0,0,0,0,0.03188,0,0,0
ENSMUSG00000001270,Ckb,2.31309,2.66517,19.1919,80.40142,88.63098,1.81172,3.01705,74.381,10.25777,2.50468,1.85993
ENSMUSG00000001280,Sp1,229.92619,190.25424,186.26217,131.27758,144.29932,187.9973,162.14501,148.18825,202.69062,214.67566,211.64292
ENSMUSG00000001281,Itgb7,1.4623,0.36677,0.41224,2.11984,2.39728,0.36462,0.91948,2.05596,14.57111,0.56557,0.21627
ENSMUSG00000001285,Myg1,18.42494,23.30193,20.79504,28.76272,21.62692,21.25068,15.90418,16.86203,50.99887,22.94614,20.76203
ENSMUSG00000001288,Rarg,53.04148,73.40229,81.98925,73.12686,81.13091,71.6598,45.01155,46.87262,164.59552,79.8267,77.42506
ENSMUSG00000001289,Pfdn5,149.81893,150.00768,113.93757,118.34503,121.25115,138.68205,130.62399,98.35123,77.78506,151.00821,154.97989
ENSMUSG00000001300,Efnb2,36.7967,16.72457,150.30599,93.0137,132.26153,25.09061,27.02417,71.4166,134.87336,16.19965,37.50141
ENSMUSG00000001305,Rrp15,32.19711,19.21859,19.83315,44.76065,32.82565,23.8942,26.95233,38.80817,61.94533,19.31031,24.74142
ENSMUSG00000001313,Rnd2,5.71625,11.9077,9.45854,9.10464,8.80145,8.97884,4.81292,5.72162,8.22796,10.18033,5.27702
ENSMUSG00000001323,Srr,15.07495,19.19414,20.61182,14.57962,19.45224,22.94846,15.81797,18.61517,17.65206,20.92623,18.85884
ENSMUSG00000001333,Sync,0.90397,1.98054,4.90103,3.01963,5.73636,1.26479,0.47411,1.72127,5.43698,1.89871,0.82183
ENSMUSG00000001334,Fndc5,1.78134,2.02944,4.5575,2.3181,2.29454,1.88009,1.37922,1.68939,0.50745,1.69672,0.86508
ENSMUSG00000001348,Acp5,9.54481,9.85381,38.15477,35.62551,44.09288,12.07813,18.47585,42.47383,0.5437,8.16042,10.90006
ENSMUSG00000001349,Cnn1,0.90397,0.90469,31.7193,257.59869,606.32426,2.40423,3.62046,363.21901,2.646,1.53513,1.55715
ENSMUSG00000001366,Fbxo9,17.0424,19.12078,41.95651,20.19186,24.38379,19.33641,18.80629,19.10924,21.82041,20.88583,20.89179
ENSMUSG00000001376,Vps50,32.67568,29.29245,49.53708,27.31391,26.69546,29.29517,35.74489,26.7115,87.75286,38.58021,42.77843
ENSMUSG00000001380,Hars,50.43594,60.32094,56.38478,74.48416,70.01779,67.55779,56.84988,65.8703,102.034,58.81968,52.2511
ENSMUSG00000001383,Zmat2,43.73596,57.55796,61.44613,56.96117,48.3395,53.75909,38.08669,40.2585,62.27155,57.64813,41.17802
ENSMUSG00000001403,Ube2c,6.0353,6.67516,21.75692,49.29009,32.67154,5.68584,3.67793,23.79491,71.6594,4.2822,3.97939
ENSMUSG00000001415,Smg5,114.21865,96.14184,110.98321,111.8635,100.29205,109.67174,128.21035,111.8026,193.04905,118.56851,120.7658
ENSMUSG00000001416,Cct3,142.90625,208.886,150.53501,309.46615,274.28343,226.45362,161.11059,270.95596,415.67526,224.6944,177.03954
ENSMUSG00000001418,Glmp,70.8815,112.30404,133.74782,68.06364,70.15478,108.726,74.34879,63.68684,117.47502,126.12296,82.9616
ENSMUSG00000001419,Mef2d,201.26518,106.1179,79.60744,98.29043,103.04892,122.34238,148.43897,120.45675,99.02553,103.33842,157.48863
ENSMUSG00000001420,Tmem79,19.16938,24.23107,21.82563,3.01963,3.30483,24.03093,16.23461,1.25907,7.93799,23.55211,17.69098
ENSMUSG00000001424,Snd1,249.70708,342.26691,195.6978,226.47212,170.65231,297.39557,225.6324,144.15603,390.04896,248.4889,201.99723
ENSMUSG00000001435,Col18a1,15.95233,14.59732,320.44513,583.27628,520.38166,11.64514,25.88918,415.49449,318.31707,13.0486,17.64772
ENSMUSG00000001436,Slc19a1,6.19482,6.87077,10.76395,26.27687,23.63036,6.77971,4.41064,21.18113,34.07174,8.32201,4.36868
ENSMUSG00000001440,Kpnb1,258.40109,256.419,400.25868,467.2646,387.02423,307.32015,291.44724,350.35732,812.17611,244.1259,279.59531
ENSMUSG00000001441,Npepps,120.04125,54.0859,248.50987,60.91109,53.93887,74.15519,119.97811,80.21418,124.65183,58.05211,127.85949
ENSMUSG00000001444,Tbx21,0.18611,0.12226,0.0229,1.70807,2.34591,0.09116,0.10057,1.62564,0,0.0808,0.17302
ENSMUSG00000001445,Mrpl10,24.48682,43.3274,43.17032,32.34662,29.46946,34.21758,20.88949,18.77455,51.83255,42.29684,25.43348
ENSMUSG00000001467,Cyp51,53.97204,49.24458,140.52682,212.82279,147.10756,53.31471,54.13454,156.90615,409.18713,63.42506,59.3448
ENSMUSG00000001472,Tcf25,116.15952,87.14383,89.24919,77.36654,98.54546,126.56973,129.43154,76.1979,110.26196,96.91511,123.18803
ENSMUSG00000001473,Tubb6,243.43249,131.96275,104.89127,611.84074,618.51615,304.42596,393.52418,651.32388,169.59754,101.72249,219.34217
ENSMUSG00000001482,Def8,17.06899,25.94265,76.40115,52.50798,49.52102,28.83939,17.51327,36.4494,50.52767,26.0164,17.34494
ENSMUSG00000001493,Meox1,0.10635,0.22006,1.92377,5.902,8.2535,0.10255,0.27297,3.02815,0.36247,0.12119,0.17302
ENSMUSG00000001494,Sost,0,0.02445,0,0.07625,0.05137,0,0,0.01594,0,0,0
ENSMUSG00000001496,Nkx2-1,0.07976,0.17116,0.09161,0.01525,0.13699,0.05697,0.02873,0.04781,0,0.12119,0
ENSMUSG00000001497,Pax9,0.55833,0.26896,0.0458,0.15251,0.06849,0.25068,0.43101,0.11156,0.5437,0.0808,0.21627
ENSMUSG00000001504,Irx2,207.32706,114.50464,454.46778,92.72394,149.23087,170.60934,245.99032,87.51363,115.0465,149.79627,314.11218
ENSMUSG00000001506,Col1a1,43.60302,112.27959,858.41368,91.47339,112.05586,26.7656,175.99471,129.63683,883.07433,25.37003,76.51672
ENSMUSG00000001507,Itga3,78.91084,203.92242,691.50373,587.92772,524.49129,181.66198,88.27033,622.11017,478.41802,184.25587,107.78953
ENSMUSG00000001508,Sgca,0.15952,0.19561,1.00769,0.16776,0.46233,0.09116,0.0431,0.255,0.32622,0.28279,0.04325
ENSMUSG00000001510,Dlx3,0.23928,0.80689,4.64911,6.34427,7.55144,0.76343,0.41664,3.61785,0.94241,11.23068,1.25437
ENSMUSG00000001517,Foxm1,12.41623,8.04442,12.80223,42.47305,39.62366,11.49702,12.85839,30.6481,149.04575,9.37237,12.58698
ENSMUSG00000001518,Itfg2,24.19436,19.58535,10.67234,13.42057,13.85287,17.55887,16.88113,11.42729,25.98877,21.28981,21.88664
ENSMUSG00000001520,Nrip2,3.58927,3.3498,1.23671,6.39002,10.90764,4.04504,4.25261,7.49069,2.13855,3.02986,4.58495
ENSMUSG00000001521,Tulp3,11.6452,19.24304,34.83398,46.63648,53.27105,16.56755,11.26366,48.70545,76.15397,19.99707,14.40366
ENSMUSG00000001524,Gtf2h4,6.93926,8.6557,8.47375,10.08068,10.78777,7.0076,4.45374,6.18381,19.60938,8.726,8.78061
ENSMUSG00000001525,Tubb5,173.61448,216.78372,528.34971,827.82041,652.55757,233.74608,159.07049,465.52277,1412.63621,160.74416,165.14463
ENSMUSG00000001542,Ell2,136.47215,102.93926,78.64555,84.86986,70.65136,158.554,278.70379,133.03155,44.87321,116.06383,149.74613
ENSMUSG00000001552,Jup,755.60851,701.16059,666.15119,521.81617,493.58346,807.89045,822.98001,574.01034,152.7429,561.33202,623.50965
ENSMUSG00000001555,Fkbp10,8.42815,11.17417,45.62083,122.66096,113.44286,12.7732,10.24361,90.63741,138.89672,8.16042,6.87742
ENSMUSG00000001558,Klhl10,0.07976,0.29341,0.16031,0.24401,0.23973,0.07976,0.1293,0.22313,0.28997,0.16159,0.21627
ENSMUSG00000001566,Mnx1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001569,Nom1,34.35068,30.83287,41.56717,47.30751,49.40115,49.60011,45.12648,55.60646,86.44799,49.48771,37.45816
ENSMUSG00000001576,Ergic1,55.93949,96.82647,124.79313,103.35364,99.36738,105.50136,59.78073,85.88799,235.385,87.46195,57.18209
ENSMUSG00000001583,Tnk1,77.71441,94.82148,27.02439,71.8458,49.29841,81.70972,71.94951,81.34576,2.93597,104.71195,87.33028
ENSMUSG00000001588,Acap1,0.8242,1.0025,11.01587,0.45752,0.65069,1.07108,1.36486,1.03595,0.86992,1.69672,1.12461
ENSMUSG00000001604,Tcea3,2.02063,8.26448,0.25192,2.83662,3.63017,7.01899,1.6522,3.63378,3.15345,12.20024,5.01749
ENSMUSG00000001622,Csn3,4958.08925,633.77328,1229.86162,42.22904,42.63739,1664.91384,6533.52712,47.287,13.44746,476.61714,4754.98017
ENSMUSG00000001627,Ifrd1,2430.73567,709.54733,127.15204,477.39103,455.2783,431.36031,1114.72896,329.04869,111.74807,727.73191,2168.29103
ENSMUSG00000001630,Stk38l,27.27848,39.63528,77.59206,22.55571,20.56526,36.67879,28.46086,20.79863,63.35894,44.19555,32.39741
ENSMUSG00000001632,Brpf1,47.24547,29.2191,38.72732,36.4948,25.94203,33.72762,46.97981,45.51792,44.9457,47.22541,45.11416
ENSMUSG00000001642,Akr1b3,11.6452,31.81092,667.47951,62.28365,55.5656,29.39772,14.61115,40.73663,183.76993,28.19789,15.00922
ENSMUSG00000001655,Hoxc13,0,0.02445,0.43514,0,0.03425,0.02279,0.01437,0,0,2.74707,0.08651
ENSMUSG00000001656,Hoxc11,0,0,0.0229,0.01525,0,0,0,0,0,0,0.04325
ENSMUSG00000001657,Hoxc8,0.53174,0.14671,1.80926,0.15251,0.35959,0.12534,0.35917,0.35063,0.03625,1.09075,0.38929
ENSMUSG00000001661,Hoxc6,0.18611,0.14671,4.14527,0.15251,0.13699,0.03418,0.1293,0.14344,0.39871,0.36358,0.12976
ENSMUSG00000001663,Gstt1,19.43525,15.35531,67.8358,16.5927,18.11661,12.9783,16.86676,16.87797,5.69071,16.15925,19.29138
ENSMUSG00000001665,Gstt3,53.94545,63.27952,128.02232,11.48374,11.72956,56.8356,46.5057,9.97697,14.42612,66.09134,63.67022
ENSMUSG00000001666,Ddt,10.90076,24.08436,13.6267,9.77567,8.88707,22.54965,13.03079,9.03665,23.0528,22.01698,14.14413
ENSMUSG00000001670,Tat,0.61151,0.22006,0.0229,0,0.03425,0.38741,0.89075,0,0,0.32319,0.86508
ENSMUSG00000001672,Marveld3,53.17442,48.09537,42.41455,2.56211,3.16784,36.75855,30.02685,3.01222,3.58841,41.89286,39.79389
ENSMUSG00000001674,Ddx18,26.85308,31.85982,35.63555,46.48397,46.55866,39.64135,34.7823,46.76106,103.37512,35.18677,31.83511
ENSMUSG00000001687,Ubl3,25.41737,33.91372,43.78867,29.03723,38.90448,42.2165,33.43181,37.58097,34.65169,34.74239,28.24501
ENSMUSG00000001700,Gramd3,41.05065,46.09038,52.30822,25.28557,18.78443,48.47206,49.8532,30.16997,9.9678,51.7904,45.67646
ENSMUSG00000001707,Eef1e1,15.65987,18.06938,21.16147,28.2442,23.98995,18.36788,15.545,24.62367,37.18894,17.61358,17.17193
ENSMUSG00000001729,Akt1,123.49759,207.8835,162.44406,245.10841,247.07427,216.44928,147.46202,194.43931,273.62509,192.05271,123.62057
ENSMUSG00000001739,Cldn15,0.93055,1.12475,1.35122,2.48586,2.10618,1.51546,1.46543,2.11971,1.37737,0.52518,0.73532
ENSMUSG00000001741,Il16,1.32936,0.61128,0.80157,1.99783,2.07194,0.79761,1.85333,2.55002,3.40717,0.72717,1.55715
ENSMUSG00000001750,Tcirg1,126.07655,130.74019,81.64572,46.37722,38.88736,91.97613,97.53699,44.3226,179.9278,119.98245,113.32607
ENSMUSG00000001751,Naglu,10.66147,27.53197,21.04696,14.82363,15.23987,26.66305,12.55668,14.35982,10.65648,21.97658,11.67864
ENSMUSG00000001755,Coasy,21.88127,37.26352,27.98627,15.96743,15.7707,29.8649,19.26603,9.64228,20.73302,37.65106,24.65491
ENSMUSG00000001761,Smo,55.80655,89.09992,73.65291,143.84411,147.02195,85.6522,42.97144,100.965,196.74619,89.27987,51.86182
ENSMUSG00000001763,Tspan33,82.1013,21.49254,65.11046,1.03704,1.47262,42.51275,103.81533,1.25907,1.77608,12.68501,47.23361
ENSMUSG00000001767,Crnkl1,23.52968,37.19017,49.01033,33.96319,29.29822,34.26316,31.13311,34.93533,49.94773,55.46663,31.53233
ENSMUSG00000001768,Rin2,320.85445,490.3674,269.14459,112.24477,118.99086,314.53285,170.66459,113.85856,94.60346,321.04394,287.03503
ENSMUSG00000001773,Folh1,0.02659,0.0978,0.27482,0,0.01712,0,0.18677,0.06375,0,0,0.08651
ENSMUSG00000001774,Chordc1,24.24754,25.69814,63.11798,41.2835,36.57569,30.58275,33.30251,40.60913,69.84707,45.4479,35.29545
ENSMUSG00000001783,Rtcb,138.89158,162.23324,126.12145,138.36913,131.86769,156.65112,129.58958,116.75921,175.86819,149.79627,128.89759
ENSMUSG00000001785,Pwp1,35.46734,28.75453,29.08557,46.94149,41.84971,36.0293,33.14447,43.46197,68.86842,30.70258,29.6724
ENSMUSG00000001786,Fbxo7,20.55191,20.31889,19.48962,18.7888,18.66456,21.99132,18.86376,17.75454,20.73302,25.61241,23.57355
ENSMUSG00000001794,Capns1,292.83153,306.15259,371.12731,419.95709,447.41864,321.89367,295.31194,516.1248,232.05032,298.54218,329.6837
ENSMUSG00000001802,Lrp3,1.0369,1.49152,10.12269,7.24406,11.0275,1.40152,1.8677,7.8732,0,0.76756,1.0381
ENSMUSG00000001804,Dsg4,0,0,0.48094,0,0,0.03418,0,0.01594,0.03625,1.49473,0.17302
ENSMUSG00000001815,Evx2,0,0.02445,0,0.01525,0,0,0,0,0,0,0
ENSMUSG00000001819,Hoxd13,0,0,0.0229,0.01525,0,0,0,0.01594,0,0,0.04325
ENSMUSG00000001823,Hoxd12,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001827,Folr1,81.14416,23.96211,15.48177,1.03704,1.36988,31.01574,109.05925,0.87657,0.5437,14.05855,68.1254
ENSMUSG00000001829,Clpb,30.49553,50.19817,28.00918,36.32704,31.42153,48.67716,30.18489,23.39647,46.86677,49.52811,25.0442
ENSMUSG00000001833,Sept7,70.96126,80.22416,216.53864,175.12319,118.2888,87.37277,100.20923,173.14661,255.86429,93.40048,94.16445
ENSMUSG00000001844,Zdhhc4,16.96264,23.35083,18.71095,16.95872,16.21591,22.54965,16.36392,17.34016,31.67947,27.91511,17.86399
ENSMUSG00000001847,Rac1,322.6092,572.22979,307.7116,222.68996,264.84841,685.19484,586.97469,262.98714,440.3954,664.83203,522.12175
ENSMUSG00000001855,Nup214,63.8093,58.12034,48.39198,59.72154,74.09317,71.63701,62.62538,63.89403,98.95304,78.33197,61.421
ENSMUSG00000001864,Aif1l,4.75911,19.4142,57.11765,26.47512,33.45922,14.45958,3.85033,18.34423,11.41766,16.15925,5.19051
ENSMUSG00000001865,Cpa3,0,0.02445,0.09161,0.10675,0.13699,0.04558,0.05747,0.06375,0,0.48478,0.12976
ENSMUSG00000001870,Ltbp1,82.1013,107.58497,59.31624,35.39675,29.5722,112.78243,68.42962,35.58877,274.06005,70.09076,77.59808
ENSMUSG00000001891,Ugp2,75.72037,48.85336,182.96427,50.69315,57.38068,58.2827,68.78879,48.19545,104.35377,50.82085,81.79374
ENSMUSG00000001901,Kcnh6,0,0.0489,0,0.01525,0.05137,0.04558,0.01437,0.03188,0.10874,0,0.04325
ENSMUSG00000001909,Trmt1,85.18542,74.89381,39.94113,61.85663,49.67513,62.22518,69.5646,58.31586,91.48625,72.59544,76.12744
ENSMUSG00000001910,Nacc1,74.09855,125.16533,106.03637,153.51302,150.87472,136.53989,95.89916,129.71652,232.41278,116.99298,82.57231
ENSMUSG00000001911,Nfix,195.73504,113.37989,222.19544,528.83146,736.39398,138.79599,150.2061,512.0607,449.05832,107.21664,169.16727
ENSMUSG00000001918,Slc1a5,17.38804,19.70761,12.4129,113.54107,104.1277,24.77157,20.61652,108.79039,66.04119,25.41042,17.77749
ENSMUSG00000001924,Uba1,309.95369,366.74249,443.4519,467.84412,454.43925,385.86221,335.0221,457.84082,789.41329,329.00237,303.6014
ENSMUSG00000001930,Vwf,9.65116,84.79652,4.94684,11.17872,17.50017,91.019,23.26004,32.35343,1.63109,83.30094,21.02155
ENSMUSG00000001942,Siae,7.41783,9.02247,7.19124,5.67324,6.67815,8.48888,6.78118,5.78537,5.00202,9.12998,7.1802
ENSMUSG00000001943,Vsig2,0,0,0,0.16776,0,0.03418,0.10057,0.09563,0,0,0.12976
ENSMUSG00000001946,Esam,1.27619,1.27146,2.61083,7.1068,6.90075,4.07922,2.91648,11.37948,0.50745,4.84778,2.29247
ENSMUSG00000001948,Spa17,1.43571,2.51847,0.68706,1.63182,2.2603,2.8828,2.14067,2.05596,0.65244,2.66628,1.94644
ENSMUSG00000001962,Fam50a,30.1499,29.14575,59.56817,26.01761,27.15779,30.54856,29.38034,22.98209,41.64727,29.81382,26.86087
ENSMUSG00000001964,Emd,57.08274,62.20367,42.9413,112.83954,100.60027,56.34564,57.13722,105.30004,59.91552,57.64813,48.05544
ENSMUSG00000001983,Taco1,2.36626,4.64571,7.80959,4.37694,4.05826,3.80575,1.92517,1.70533,9.31536,4.2822,2.85478
ENSMUSG00000001985,Grik3,60.00733,22.27498,50.56767,140.77873,267.1087,45.52089,41.30488,173.03505,1.99356,17.77518,58.52297
ENSMUSG00000001986,Gria3,1.0369,0.92914,4.37429,22.12869,12.97958,0.80901,2.24124,26.34493,0.97866,1.57553,1.42739
ENSMUSG00000001988,Npas1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001995,Sipa1l2,4.46665,0.24451,1.60314,3.84316,0.03425,9.33207,8.07421,2.72534,0,0.92916,7.35322
ENSMUSG00000001998,Ap4e1,21.66858,16.06439,34.26143,18.31603,16.96934,17.17146,28.97807,26.48837,29.10597,26.66277,30.19145
ENSMUSG00000001999,Blvra,8.00275,17.01799,13.85572,16.5012,15.85632,17.17146,9.94191,11.66636,24.57515,17.45199,9.86196
ENSMUSG00000002006,Pdzd4,1.91428,2.81188,7.60347,11.60574,14.9659,2.10798,2.35617,10.27978,13.84618,2.30269,1.94644
ENSMUSG00000002007,Srpk3,0.18611,0.0978,0.68706,0.51852,0.41096,0.23928,0.60341,0.11156,0.18123,0.16159,0.08651
ENSMUSG00000002010,Idh3g,85.39812,96.60641,62.84316,109.97242,100.66876,90.72274,71.20243,86.93987,83.04081,87.70434,85.55686
ENSMUSG00000002012,Pnck,3.93491,2.73853,0.52675,7.19831,12.82546,3.27021,2.55731,6.32725,0.10874,3.47424,3.33058
ENSMUSG00000002014,Ssr4,69.97754,84.67426,78.39363,62.51241,57.15808,80.47912,79.53524,51.84517,74.3054,73.32261,82.70208
ENSMUSG00000002015,Bcap31,114.29842,171.28016,189.14782,129.24924,132.43277,166.71244,119.31723,108.21663,131.35744,164.0972,119.2519
ENSMUSG00000002017,Fam98a,23.6892,21.51699,46.4224,44.27263,36.81542,28.64569,35.17021,49.64577,111.96555,23.51171,31.01328
ENSMUSG00000002020,Ltbp2,118.68531,45.06343,167.04737,672.96534,1044.97568,57.4509,92.88211,773.19907,75.35655,43.87237,90.87713
ENSMUSG00000002028,Kmt2a,198.42035,179.81361,187.26985,188.07099,255.8586,227.39936,258.87745,283.94514,209.03377,228.04744,204.54923
ENSMUSG00000002031,Ift46,40.59867,54.47712,52.0563,43.41859,47.92854,53.71351,37.45455,42.18696,47.26548,65.60656,49.6126
ENSMUSG00000002032,Tmem25,1.62182,3.00749,1.53444,1.28105,1.83221,2.51818,1.63783,1.13157,0.68868,3.59543,2.0762
ENSMUSG00000002033,Cd3g,0.13294,0.0489,0.0458,0.19826,0.05137,0.06837,0.02873,0.23906,0.03625,0.16159,0.21627
ENSMUSG00000002043,Trappc6a,15.44717,36.43218,37.3074,11.54474,12.1234,30.52578,15.60247,10.31166,8.22796,32.96487,18.38305
ENSMUSG00000002052,Supt6,308.19894,255.04973,201.10268,231.68784,223.05006,315.42162,323.95957,266.73248,237.4148,264.93094,285.43463
ENSMUSG00000002055,Spag5,8.42815,8.48454,21.64241,37.15058,30.90783,6.76831,6.36454,23.73116,122.65827,8.48361,8.2183
ENSMUSG00000002057,Foxn1,0.90397,0.51347,1.60314,0.0305,0.01712,0.21649,0.15804,0.04781,0.18123,1.05035,0.4758
ENSMUSG00000002058,Unc119,11.96424,11.63874,17.58875,17.46199,22.72282,10.48291,8.41901,12.5748,17.43458,12.20024,10.208
ENSMUSG00000002059,Rab34,24.56658,17.38475,53.59074,33.94794,40.25723,16.82963,19.16546,32.43311,73.7617,17.2904,24.35213
ENSMUSG00000002064,Sdf2,53.67958,78.75709,78.92038,40.13971,34.33252,67.01086,45.81609,31.95498,46.46806,69.92916,47.96894
ENSMUSG00000002068,Ccne1,2.04722,2.86078,7.25994,16.48595,25.71942,3.5095,2.49984,9.6104,28.7435,1.57553,2.16271
ENSMUSG00000002076,Hsf2bp,13.55948,8.85131,1.83216,3.44665,3.69867,16.53337,21.53601,4.92473,0.07249,4.20141,10.16474
ENSMUSG00000002083,Bbc3,17.06899,18.4606,14.77181,28.47296,20.56526,15.4509,9.07989,20.84644,9.71407,12.28103,10.03498
ENSMUSG00000002100,Mybpc3,0.07976,0.0489,0.0229,0.18301,0.23973,0.03418,0.02873,0.255,0,0,0.08651
ENSMUSG00000002102,Psmc3,131.50034,165.5097,132.28209,186.92719,143.6315,137.21216,112.16251,122.95896,145.02239,121.71957,114.75346
ENSMUSG00000002103,Acp2,27.11895,56.79997,51.87309,27.83243,24.19544,39.21975,22.57042,15.88984,37.87763,37.00469,26.73111
ENSMUSG00000002104,Rapsn,0.90397,0.19561,0.57255,0.39652,0.54795,0.36462,0.64651,0.33469,0.14499,0.32319,0.4758
ENSMUSG00000002105,Slc39a13,18.69081,15.94214,42.39165,17.90426,17.20907,13.46826,16.34955,22.91834,91.88497,17.2096,20.76203
ENSMUSG00000002107,Celf2,31.71854,19.43865,84.43976,90.10083,74.0418,30.85621,31.50665,75.56039,51.2526,16.80562,30.66725
ENSMUSG00000002108,Nr1h3,4.49324,5.77047,6.13774,1.43356,1.72947,4.86544,3.16072,1.67345,0.5437,5.69614,4.32542
ENSMUSG00000002109,Ddb2,21.05707,24.18217,16.62687,17.27898,17.55154,19.78079,20.12805,20.70301,9.71407,32.27811,28.59104
ENSMUSG00000002111,Spi1,0.02659,0.12226,0.22902,0.10675,0.17123,0.31905,0.0431,0.20719,0.10874,0.24239,0.38929
ENSMUSG00000002129,Sf3a1,60.93789,84.96768,62.98057,86.44067,88.54536,84.31905,56.24647,79.75199,163.21815,77.96839,58.65273
ENSMUSG00000002147,Stat6,218.99885,114.08897,145.58817,68.3839,76.47333,127.43571,161.32609,72.81912,146.00104,108.50938,138.19725
ENSMUSG00000002190,Clgn,0,0.0489,0,0.32026,0.10274,0.04558,0.02873,0.22313,0.14499,0.0404,0.04325
ENSMUSG00000002204,Napsa,0.05317,1.80938,0.54965,0.07625,0.10274,2.23332,0.20114,0.22313,0.14499,1.73712,0.17302
ENSMUSG00000002205,Vrk3,36.15861,43.42521,35.40653,24.29428,23.20228,41.54422,31.06127,19.58737,29.17846,44.03396,34.68989
